"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Mental disorders"	"290-315"	1	27000	3.7 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Diseases of the nervous system and sense organs"	"320-389"	4	27000	14.8 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Diseases of the circulatory system"	"390-458"	578	27000	2140.7
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Diseases of the respiratory system"	"460-519"	75	27000	277.8
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Diseases of the digestive system"	"520-577"	39	27000	144.4
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Diseases of the genitourinary system"	"580-629"	29	27000	107.4
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Diseases of the skin and subcutaneous tissue"	"680-709"	3	27000	11.1 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	6	27000	22.2 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Congenital anomalies"	"740-759"	2	27000	7.4 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Symptoms and ill-defined conditions"	"780-796"	7	27000	25.9 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	26	27000	96.3
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Infective and parasitic diseases"	"000-136"	12	29000	41.4 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Neoplasms"	"140-239"	189	29000	651.7
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	53	29000	182.8
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the blood and blood-forming organs"	"280-289"	3	29000	10.3 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Mental disorders"	"290-315"	4	29000	13.8 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the nervous system and sense organs"	"320-389"	9	29000	31.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the circulatory system"	"390-458"	626	29000	2158.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the respiratory system"	"460-519"	85	29000	293.1
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the digestive system"	"520-577"	34	29000	117.2
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the genitourinary system"	"580-629"	28	29000	96.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the skin and subcutaneous tissue"	"680-709"	2	29000	6.9 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	5	29000	17.2 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Congenital anomalies"	"740-759"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Symptoms and ill-defined conditions"	"780-796"	12	29000	41.4 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	37	29000	127.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Infective and parasitic diseases"	"000-136"	23	32000	71.9
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Neoplasms"	"140-239"	234	32000	731.2
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	62	32000	193.8
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the blood and blood-forming organs"	"280-289"	5	32000	15.6 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Mental disorders"	"290-315"	4	32000	12.5 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the nervous system and sense organs"	"320-389"	6	32000	18.8 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the circulatory system"	"390-458"	637	32000	1990.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the respiratory system"	"460-519"	85	32000	265.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the digestive system"	"520-577"	33	32000	103.1
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the genitourinary system"	"580-629"	36	32000	112.5
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	4	32000	12.5 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Congenital anomalies"	"740-759"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Symptoms and ill-defined conditions"	"780-796"	21	32000	65.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	28	32000	87.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Infective and parasitic diseases"	"000-136"	1026	3290000	31.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Neoplasms"	"140-239"	29302	3290000	890.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	7381	3290000	224.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the blood and blood-forming organs"	"280-289"	634	3290000	19.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Mental disorders"	"290-315"	296	3290000	9.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the nervous system and sense organs"	"320-389"	1154	3290000	35.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the circulatory system"	"390-458"	162080	3290000	4926.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the respiratory system"	"460-519"	11150	3290000	338.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the digestive system"	"520-577"	6221	3290000	189.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the genitourinary system"	"580-629"	3023	3290000	91.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the skin and subcutaneous tissue"	"680-709"	242	3290000	7.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	611	3290000	18.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Congenital anomalies"	"740-759"	94	3290000	2.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Symptoms and ill-defined conditions"	"780-796"	1335	3290000	40.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	5631	3290000	171.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Infective and parasitic diseases"	"000-136"	927	3385000	27.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Neoplasms"	"140-239"	30239	3385000	893.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	7509	3385000	221.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the blood and blood-forming organs"	"280-289"	591	3385000	17.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Mental disorders"	"290-315"	279	3385000	8.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the nervous system and sense organs"	"320-389"	1279	3385000	37.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the circulatory system"	"390-458"	161506	3385000	4771.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the respiratory system"	"460-519"	10409	3385000	307.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the digestive system"	"520-577"	6350	3385000	187.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the genitourinary system"	"580-629"	3111	3385000	91.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the skin and subcutaneous tissue"	"680-709"	269	3385000	7.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	567	3385000	16.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Congenital anomalies"	"740-759"	106	3385000	3.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Certain causes of perinatal mortality"	"760-778"	1	3385000	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Symptoms and ill-defined conditions"	"780-796"	1427	3385000	42.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	5528	3385000	163.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Infective and parasitic diseases"	"000-136"	997	3429201	29.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Neoplasms"	"140-239"	31350	3429201	914.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	7539	3429201	219.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the blood and blood-forming organs"	"280-289"	642	3429201	18.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Mental disorders"	"290-315"	294	3429201	8.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the nervous system and sense organs"	"320-389"	1283	3429201	37.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the circulatory system"	"390-458"	160975	3429201	4694.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the respiratory system"	"460-519"	9467	3429201	276.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the digestive system"	"520-577"	6270	3429201	182.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the genitourinary system"	"580-629"	3137	3429201	91.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the skin and subcutaneous tissue"	"680-709"	250	3429201	7.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	606	3429201	17.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Congenital anomalies"	"740-759"	104	3429201	3.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Symptoms and ill-defined conditions"	"780-796"	1404	3429201	40.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	5394	3429201	157.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Infective and parasitic diseases"	"000-136"	1021	3599000	28.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Neoplasms"	"140-239"	31943	3599000	887.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	7574	3599000	210.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the blood and blood-forming organs"	"280-289"	595	3599000	16.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Mental disorders"	"290-315"	353	3599000	9.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the nervous system and sense organs"	"320-389"	1055	3599000	29.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the circulatory system"	"390-458"	163974	3599000	4556.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the respiratory system"	"460-519"	9686	3599000	269.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the digestive system"	"520-577"	6167	3599000	171.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the genitourinary system"	"580-629"	3090	3599000	85.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the skin and subcutaneous tissue"	"680-709"	303	3599000	8.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	581	3599000	16.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Congenital anomalies"	"740-759"	116	3599000	3.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Symptoms and ill-defined conditions"	"780-796"	1516	3599000	42.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	5389	3599000	149.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Infective and parasitic diseases"	"000-136"	1040	3704000	28.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Neoplasms"	"140-239"	32712	3704000	883.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	7602	3704000	205.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the blood and blood-forming organs"	"280-289"	672	3704000	18.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Mental disorders"	"290-315"	450	3704000	12.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the nervous system and sense organs"	"320-389"	1202	3704000	32.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the circulatory system"	"390-458"	168422	3704000	4547.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the respiratory system"	"460-519"	10900	3704000	294.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the digestive system"	"520-577"	6162	3704000	166.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the genitourinary system"	"580-629"	3282	3704000	88.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the skin and subcutaneous tissue"	"680-709"	244	3704000	6.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	644	3704000	17.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Congenital anomalies"	"740-759"	98	3704000	2.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Certain causes of perinatal mortality"	"760-778"	2	3704000	0.1 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Symptoms and ill-defined conditions"	"780-796"	1618	3704000	43.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	5440	3704000	146.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Infective and parasitic diseases"	"000-136"	1193	3785000	31.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Neoplasms"	"140-239"	33455	3785000	883.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	7675	3785000	202.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the blood and blood-forming organs"	"280-289"	677	3785000	17.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Mental disorders"	"290-315"	416	3785000	11.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the nervous system and sense organs"	"320-389"	1291	3785000	34.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the circulatory system"	"390-458"	168848	3785000	4461.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the respiratory system"	"460-519"	11427	3785000	301.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the digestive system"	"520-577"	6113	3785000	161.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the genitourinary system"	"580-629"	3242	3785000	85.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the skin and subcutaneous tissue"	"680-709"	332	3785000	8.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	712	3785000	18.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Congenital anomalies"	"740-759"	92	3785000	2.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Certain causes of perinatal mortality"	"760-778"	2	3785000	0.1 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Symptoms and ill-defined conditions"	"780-796"	1698	3785000	44.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	5381	3785000	142.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Infective and parasitic diseases"	"000-136"	1203	3864000	31.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Neoplasms"	"140-239"	34476	3864000	892.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	7406	3864000	191.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the blood and blood-forming organs"	"280-289"	675	3864000	17.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Mental disorders"	"290-315"	506	3864000	13.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the nervous system and sense organs"	"320-389"	1313	3864000	34.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the circulatory system"	"390-458"	163729	3864000	4237.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the respiratory system"	"460-519"	10678	3864000	276.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the digestive system"	"520-577"	5970	3864000	154.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the genitourinary system"	"580-629"	3286	3864000	85.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the skin and subcutaneous tissue"	"680-709"	345	3864000	8.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	701	3864000	18.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Congenital anomalies"	"740-759"	80	3864000	2.1
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Symptoms and ill-defined conditions"	"780-796"	1732	3864000	44.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4991	3864000	129.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Infective and parasitic diseases"	"000-136"	1281	3970000	32.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Neoplasms"	"140-239"	35276	3970000	888.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6987	3970000	176.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the blood and blood-forming organs"	"280-289"	613	3970000	15.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Mental disorders"	"290-315"	517	3970000	13.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the nervous system and sense organs"	"320-389"	1366	3970000	34.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the circulatory system"	"390-458"	155769	3970000	3923.7
